index,tails,LargestTailStreak,LargestHeadStreak
388331,0,0,3
388332,0,0,3
388333,5,2,1
388334,0,0,3
388335,0,0,3
388336,1,1,2
388337,2,1,1
388338,8,4,1
388339,1,1,3
388340,0,0,3
388341,2,1,2
388342,4,2,2
388343,3,2,2
388344,2,2,2
388345,9,5,1
388346,8,6,2
388347,5,3,1
388348,2,2,2
388349,5,3,1
388350,2,1,2
388351,2,2,2
388352,4,4,2
388353,2,2,3
388354,0,0,3
388355,1,1,3
388356,3,3,3
388357,1,1,2
388358,9,5,1
388359,1,1,2
388360,4,2,2
388361,0,0,3
388362,4,3,2
388363,5,4,2
388364,2,2,2
388365,2,1,2
388366,2,2,2
388367,1,1,3
388368,0,0,3
388369,6,6,2
388370,4,2,1
388371,5,5,3
388372,2,2,2
388373,3,1,1
388374,4,2,1
388375,6,4,1
388376,5,4,2
388377,5,3,1
388378,5,3,1
388379,4,2,1
388380,2,1,1
388381,3,2,2
388382,4,2,2
388383,3,3,3
388384,3,3,2
388385,3,2,2
388386,4,4,2
388387,2,2,2
388388,9,4,1
388389,3,2,2
388390,3,3,2
388391,4,3,1
388392,1,1,3
388393,3,2,1
388394,2,2,2
388395,0,0,3
388396,1,1,3
388397,4,2,1
388398,1,1,2
388399,9,5,2
388400,3,3,2
388401,1,1,2
388402,1,1,2
388403,3,3,2
388404,1,1,2
388405,1,1,2
388406,4,2,2
388407,1,1,2
388408,2,1,2
388409,8,4,2
388410,5,3,1
388411,10,8,2
388412,2,2,2
388413,2,1,2
388414,1,1,3
388415,3,3,3
388416,1,1,2
388417,3,3,3
388418,2,2,2
388419,0,0,3
388420,11,7,1
388421,3,2,2
388422,2,2,2
388423,6,3,2
388424,0,0,3
388425,2,1,2
388426,3,2,2
388427,7,5,2
388428,5,3,2
388429,1,1,2
388430,2,2,2
388431,0,0,3
388432,4,3,1
388433,2,2,2
388434,9,7,2
388435,1,1,2
388436,2,1,1
388437,2,1,2
388438,0,0,3
388439,2,2,3
388440,2,1,2
388441,0,0,3
388442,3,2,1
388443,1,1,2
388444,0,0,3
388445,4,2,2
388446,1,1,2
388447,1,1,2
388448,3,2,2
388449,1,1,3
388450,3,3,2
388451,1,1,2
388452,1,1,3
388453,8,5,1
388454,2,2,3
388455,4,3,2
388456,8,8,3
388457,3,2,2
388458,3,3,2
388459,1,1,3
388460,3,2,2
388461,3,2,1
388462,3,3,2
388463,3,2,2
388464,3,3,2
388465,2,2,2
388466,0,0,3
388467,1,1,2
388468,0,0,3
388469,2,1,1
388470,3,2,2
388471,2,2,2
388472,1,1,2
388473,4,2,2
388474,1,1,2
388475,3,3,3
388476,2,1,2
388477,2,1,1
388478,1,1,2
388479,0,0,3
388480,5,4,1
388481,6,4,2
388482,1,1,2
388483,8,5,1
388484,1,1,2
388485,2,1,2
388486,5,3,1
388487,8,8,2
388488,6,6,2
388489,9,6,1
388490,4,2,1
388491,9,4,1
388492,8,5,1
388493,0,0,3
388494,0,0,3
388495,1,1,2
388496,2,1,2
388497,5,2,1
388498,4,2,1
388499,4,3,1
388500,5,4,2
388501,3,3,2
388502,1,1,3
388503,1,1,2
388504,0,0,3
388505,3,3,2
388506,2,2,2
388507,4,3,2
388508,2,2,2
388509,1,1,3
388510,8,6,1
388511,1,1,3
388512,6,3,1
388513,5,4,1
388514,3,2,1
388515,2,2,2
388516,1,1,2
388517,3,2,1
388518,6,4,1
388519,1,1,3
388520,1,1,2
388521,6,5,1
388522,7,5,2
388523,2,1,1
388524,5,5,2
388525,5,5,2
388526,2,2,2
388527,0,0,3
388528,0,0,3
388529,3,3,2
388530,2,1,2
388531,4,4,3
388532,3,2,2
388533,4,3,2
388534,3,2,1
388535,3,2,2
388536,3,2,2
388537,2,1,2
388538,5,5,2
388539,2,2,2
388540,3,3,3
388541,2,1,1
388542,3,2,2
388543,1,1,2
388544,5,3,1
388545,1,1,3
388546,3,3,3
388547,4,2,1
388548,1,1,2
388549,3,3,2
388550,2,1,1
388551,4,3,2
388552,0,0,3
388553,2,2,3
388554,3,2,1
388555,7,4,1
388556,4,3,2
388557,3,2,2
388558,2,2,2
388559,10,8,2
388560,2,2,3
388561,2,1,2
388562,1,1,2
388563,2,1,1
388564,3,2,2
388565,5,3,2
388566,0,0,3
388567,1,1,2
388568,15,8,1
388569,0,0,3
388570,3,2,1
388571,7,7,2
388572,4,3,2
388573,10,6,1
388574,0,0,3
388575,1,1,2
388576,2,2,2
388577,4,4,3
388578,1,1,3
388579,5,3,1
388580,4,2,1
388581,2,2,2
388582,4,2,2
388583,0,0,3
388584,2,1,2
388585,4,3,2
388586,0,0,3
388587,3,2,2
388588,0,0,3
388589,1,1,3
388590,2,2,2
388591,5,4,1
388592,1,1,3
388593,4,2,1
388594,2,1,2
388595,1,1,3
388596,1,1,2
388597,2,2,2
388598,1,1,2
388599,4,4,2
388600,6,4,2
388601,1,1,2
388602,2,2,2
388603,6,5,2
388604,1,1,2
388605,3,2,2
388606,0,0,3
388607,4,2,2
388608,2,1,2
388609,5,2,1
388610,8,4,1
388611,2,1,2
388612,2,1,2
388613,4,2,2
388614,2,2,3
388615,2,2,3
388616,2,2,2
388617,2,2,3
388618,1,1,2
388619,6,3,2
388620,2,2,2
388621,8,4,1
388622,3,2,2
388623,3,3,2
388624,13,9,1
388625,7,5,2
388626,2,1,2
388627,2,2,3
388628,2,2,3
388629,0,0,3
388630,7,3,1
388631,6,4,1
388632,12,5,1
388633,2,1,2
388634,0,0,3
388635,7,5,1
388636,3,2,2
388637,7,5,1
388638,4,2,1
388639,5,3,1
388640,4,3,2
388641,2,1,1
388642,2,2,2
388643,5,2,1
388644,1,1,2
388645,5,4,1
388646,6,3,2
388647,1,1,2
388648,3,2,2
388649,3,2,1
388650,5,5,2
388651,5,3,2
388652,0,0,3
388653,2,1,2
388654,1,1,3
388655,3,3,3
388656,1,1,2
388657,2,1,2
388658,0,0,3
388659,5,4,2
388660,4,3,1
388661,0,0,3
388662,5,4,2
388663,1,1,2
388664,5,4,2
388665,2,2,3
388666,7,5,2
388667,3,2,1
388668,3,3,3
388669,9,6,1
388670,6,4,1
388671,4,3,2
388672,1,1,3
388673,1,1,3
388674,0,0,3
388675,0,0,3
388676,2,1,2
388677,1,1,2
388678,2,1,2
388679,1,1,3
388680,3,2,2
388681,5,5,3
388682,0,0,3
388683,3,1,1
388684,2,2,3
388685,13,10,1
388686,3,2,2
388687,1,1,2
388688,1,1,2
388689,4,3,2
388690,5,2,1
388691,3,2,2
388692,0,0,3
388693,0,0,3
388694,2,2,2
388695,4,2,1
388696,1,1,2
388697,4,4,3
388698,1,1,2
388699,1,1,3
388700,2,1,2
388701,1,1,3
388702,3,2,1
388703,3,3,3
388704,0,0,3
388705,3,3,2
388706,2,1,2
388707,5,5,2
388708,2,1,2
388709,0,0,3
388710,2,2,2
388711,3,3,2
388712,5,4,2
388713,4,2,1
388714,3,2,2
388715,0,0,3
388716,0,0,3
388717,4,2,1
388718,0,0,3
388719,5,3,1
388720,1,1,2
388721,5,5,3
388722,2,1,2
388723,7,4,1
388724,1,1,2
388725,3,3,2
388726,4,3,2
388727,3,1,1
388728,8,7,2
388729,1,1,2
388730,6,4,1
388731,4,2,2
388732,0,0,3
388733,16,8,1
388734,4,4,2
388735,3,1,1
388736,3,2,2
388737,4,2,1
388738,1,1,2
388739,3,2,1
388740,0,0,3
388741,0,0,3
388742,0,0,3
388743,2,2,2
388744,1,1,2
388745,1,1,3
388746,0,0,3
388747,1,1,2
388748,3,2,2
388749,3,2,1
388750,4,4,2
388751,5,4,2
388752,2,1,2
388753,2,2,2
388754,5,3,2
388755,6,5,2
388756,4,2,1
388757,6,2,1
388758,5,3,1
388759,2,2,2
388760,0,0,3
388761,5,5,2
388762,2,2,2
388763,1,1,2
388764,4,2,2
388765,2,1,2
388766,0,0,3
388767,3,3,2
388768,1,1,2
388769,4,2,1
388770,1,1,3
388771,2,1,1
388772,6,6,2
388773,0,0,3
388774,9,9,3
388775,7,3,1
388776,7,4,1
388777,3,2,2
388778,1,1,2
388779,1,1,2
388780,6,3,2
388781,2,2,2
388782,8,7,1
388783,1,1,2
388784,1,1,3
388785,10,7,1
388786,1,1,2
388787,1,1,2
388788,2,2,3
388789,3,2,2
388790,0,0,3
388791,4,2,1
388792,7,3,1
388793,3,3,3
388794,2,2,3
388795,0,0,3
388796,0,0,3
388797,6,3,2
388798,3,2,2
388799,5,3,1
388800,2,1,2
388801,2,1,2
388802,5,3,2
388803,2,2,3
388804,0,0,3
388805,2,1,1
388806,2,1,2
388807,5,4,2
388808,5,3,2
388809,2,1,1
388810,2,2,2
388811,1,1,2
388812,3,2,1
388813,7,4,1
388814,5,3,1
388815,5,3,2
388816,1,1,3
388817,0,0,3
388818,0,0,3
388819,1,1,2
388820,4,2,1
388821,0,0,3
388822,2,1,2
388823,3,2,2
388824,12,5,1
388825,3,2,2
388826,8,7,1
388827,2,2,2
388828,1,1,3
388829,2,2,3
388830,0,0,3
388831,0,0,3
388832,0,0,3
388833,2,1,2
388834,12,5,1
388835,2,2,2
388836,1,1,2
388837,4,3,2
388838,2,1,2
388839,5,3,1
388840,5,4,2
388841,1,1,2
388842,1,1,3
388843,4,2,1
388844,5,3,2
388845,0,0,3
388846,1,1,3
388847,8,3,1
388848,0,0,3
388849,3,3,2
388850,2,1,2
388851,3,2,2
388852,4,2,1
388853,1,1,3
388854,2,1,2
388855,0,0,3
388856,2,2,3
388857,4,3,2
388858,2,1,2
388859,1,1,2
388860,0,0,3
388861,3,1,1
388862,1,1,3
388863,1,1,2
388864,1,1,3
388865,1,1,3
388866,2,1,1
388867,2,1,2
388868,2,2,2
388869,1,1,3
388870,3,2,2
388871,1,1,2
388872,0,0,3
388873,0,0,3
388874,5,5,3
388875,2,2,3
388876,1,1,2
388877,1,1,3
388878,3,2,1
388879,2,1,1
388880,0,0,3
388881,3,3,2
388882,5,5,3
388883,0,0,3
388884,2,2,2
388885,4,3,2
388886,3,2,1
388887,3,1,1
388888,3,2,1
388889,7,5,1
388890,3,2,2
388891,2,2,2
388892,1,1,2
388893,10,8,2
388894,2,2,3
388895,0,0,3
388896,5,3,2
388897,5,4,1
388898,1,1,3
388899,4,3,2
388900,4,2,1
388901,1,1,2
388902,3,2,2
388903,5,4,1
388904,4,3,2
388905,2,2,2
388906,5,3,2
388907,5,2,1
388908,6,5,2
388909,1,1,2
388910,4,2,1
388911,0,0,3
388912,1,1,2
388913,5,4,1
388914,6,5,1
388915,4,4,3
388916,1,1,3
388917,2,1,2
388918,2,2,2
388919,6,6,3
388920,11,8,1
388921,6,6,2
388922,1,1,3
388923,0,0,3
388924,0,0,3
388925,4,3,2
388926,1,1,2
388927,0,0,3
388928,3,2,2
388929,7,5,1
388930,3,1,1
388931,2,2,2
388932,4,3,2
388933,3,2,1
388934,3,3,3
388935,2,2,2
388936,2,1,2
388937,3,2,1
388938,4,3,2
388939,4,2,1
388940,4,2,2
388941,2,1,1
388942,3,2,2
388943,2,2,2
388944,4,2,1
388945,1,1,2
388946,3,2,1
388947,5,3,2
388948,2,2,3
388949,6,4,1
388950,9,6,2
388951,2,1,1
388952,0,0,3
388953,2,2,2
388954,3,3,2
388955,1,1,2
388956,1,1,2
388957,5,3,2
388958,1,1,2
388959,3,2,2
388960,5,3,2
388961,1,1,3
388962,1,1,3
388963,3,2,1
388964,0,0,3
388965,1,1,2
388966,3,3,2
388967,2,2,3
388968,0,0,3
388969,1,1,2
388970,2,2,2
388971,7,4,1
388972,2,2,2
388973,2,1,2
388974,5,3,1
388975,2,1,2
388976,2,1,1
388977,8,7,1
388978,2,1,2
388979,6,4,1
388980,1,1,2
388981,3,2,2
388982,1,1,3
388983,1,1,2
388984,7,3,1
388985,6,4,2
388986,1,1,2
388987,1,1,2
388988,1,1,2
388989,1,1,2
388990,1,1,2
388991,0,0,3
388992,1,1,2
388993,1,1,2
388994,7,3,1
388995,0,0,3
388996,6,6,3
388997,2,2,2
388998,0,0,3
388999,3,3,2
389000,9,4,1
389001,0,0,3
389002,4,3,2
389003,5,3,1
389004,3,3,2
389005,3,3,2
389006,1,1,2
389007,5,3,1
389008,5,3,1
389009,1,1,3
389010,1,1,2
389011,0,0,3
389012,8,4,1
389013,6,5,2
389014,3,2,2
389015,1,1,2
389016,1,1,3
389017,2,2,3
389018,0,0,3
389019,3,2,1
389020,2,2,2
389021,4,3,2
389022,8,5,1
389023,2,1,1
389024,2,2,2
389025,1,1,3
389026,0,0,3
389027,3,3,3
389028,4,3,1
389029,0,0,3
389030,2,1,2
389031,2,1,2
389032,4,2,2
389033,6,6,2
389034,1,1,2
389035,2,2,3
389036,7,6,1
389037,2,2,3
389038,2,2,3
389039,2,1,1
389040,3,3,2
389041,1,1,3
389042,5,4,1
389043,1,1,2
389044,6,5,2
389045,0,0,3
389046,4,3,2
389047,7,3,1
389048,6,6,3
389049,2,2,3
389050,4,3,1
389051,1,1,3
389052,4,3,2
389053,1,1,2
389054,4,4,2
389055,1,1,3
389056,6,4,1
389057,7,7,2
389058,3,2,2
389059,6,4,1
389060,1,1,3
389061,1,1,2
389062,1,1,3
389063,1,1,2
389064,3,3,3
389065,2,2,2
389066,4,4,2
389067,0,0,3
389068,5,3,1
389069,2,2,3
389070,8,6,1
389071,4,4,2
389072,3,1,1
389073,2,1,2
389074,5,2,1
389075,1,1,2
389076,9,6,1
389077,3,2,2
389078,1,1,3
389079,1,1,2
389080,1,1,3
389081,8,4,1
389082,4,3,1
389083,2,1,2
389084,10,7,1
389085,4,4,2
389086,7,5,2
389087,6,3,1
389088,1,1,3
389089,2,1,1
389090,1,1,2
389091,5,3,2
389092,0,0,3
389093,8,8,3
389094,4,4,2
389095,3,2,2
389096,2,2,2
389097,2,1,2
389098,2,1,1
389099,1,1,2
389100,0,0,3
389101,9,5,1
389102,5,4,1
389103,2,2,2
389104,11,10,2
389105,2,2,2
389106,1,1,3
389107,5,3,2
389108,5,5,2
389109,3,3,2
389110,2,2,2
389111,6,3,1
389112,1,1,3
389113,0,0,3
389114,1,1,2
389115,9,3,1
389116,3,2,1
389117,1,1,2
389118,3,1,1
389119,1,1,2
389120,0,0,3
389121,6,3,1
389122,1,1,3
389123,12,9,1
389124,4,2,2
389125,5,3,1
389126,3,1,1
389127,3,2,2
389128,0,0,3
389129,0,0,3
389130,1,1,2
389131,1,1,3
389132,3,2,2
389133,1,1,3
389134,4,2,1
389135,0,0,3
389136,3,3,2
389137,3,3,2
389138,5,3,1
389139,7,4,1
389140,4,4,3
389141,1,1,3
389142,1,1,2
389143,3,2,2
389144,1,1,2
389145,7,7,3
389146,4,2,1
389147,0,0,3
389148,7,4,1
389149,1,1,2
389150,5,5,2
389151,1,1,3
389152,3,2,1
389153,4,3,2
389154,1,1,2
389155,4,3,2
389156,2,1,1
389157,0,0,3
389158,0,0,3
389159,1,1,2
389160,10,8,1
389161,1,1,2
389162,4,4,3
389163,4,2,1
389164,0,0,3
389165,6,3,1
389166,1,1,2
389167,6,3,1
389168,4,3,1
389169,1,1,3
389170,9,4,1
389171,1,1,3
389172,3,1,1
389173,2,1,2
389174,7,4,2
389175,4,2,1
389176,4,4,3
389177,3,2,1
389178,2,1,1
389179,4,3,2
389180,2,2,3
389181,2,2,3
389182,0,0,3
389183,0,0,3
389184,2,1,1
389185,10,5,1
389186,0,0,3
389187,0,0,3
389188,1,1,3
389189,2,2,3
389190,2,1,2
389191,8,4,1
389192,6,4,1
389193,1,1,3
389194,1,1,2
389195,7,4,1
389196,3,1,1
389197,4,4,2
389198,0,0,3
389199,0,0,3
389200,1,1,3
389201,6,3,1
389202,4,2,1
389203,4,3,2
389204,2,2,2
389205,4,2,2
389206,3,2,1
389207,3,3,2
389208,6,5,2
389209,9,4,1
389210,2,2,2
389211,3,3,3
389212,4,4,2
389213,7,4,1
389214,0,0,3
389215,3,3,3
389216,7,3,1
389217,2,2,3
389218,1,1,2
389219,2,1,2
389220,3,1,1
389221,0,0,3
389222,2,1,1
389223,1,1,2
389224,7,4,1
389225,4,3,2
389226,4,3,2
389227,2,1,1
389228,1,1,2
389229,1,1,3
389230,6,4,2
389231,1,1,2
389232,2,2,2
389233,5,3,1
389234,3,2,2
389235,2,1,2
389236,0,0,3
389237,1,1,2
389238,2,1,2
389239,5,3,2
389240,4,2,1
389241,4,2,1
389242,8,4,1
389243,4,2,1
389244,3,2,2
389245,2,1,2
389246,0,0,3
389247,4,3,1
389248,8,5,2
389249,2,2,2
389250,0,0,3
389251,1,1,2
389252,0,0,3
389253,0,0,3
389254,6,4,2
389255,3,3,2
389256,1,1,3
389257,2,2,2
389258,5,2,1
389259,3,2,1
389260,13,7,1
389261,1,1,2
389262,4,2,1
389263,3,2,2
389264,2,2,2
389265,1,1,2
389266,4,2,2
389267,3,3,2
389268,6,5,2
389269,2,1,2
389270,2,1,2
389271,6,4,2
389272,0,0,3
389273,10,10,2
389274,0,0,3
389275,2,1,2
389276,1,1,2
389277,2,2,2
389278,4,3,2
389279,2,1,2
389280,5,4,2
389281,0,0,3
389282,4,3,2
389283,2,2,2
389284,2,2,2
389285,2,1,1
389286,2,2,2
389287,8,7,2
389288,2,1,2
389289,6,5,2
389290,3,2,2
389291,0,0,3
389292,8,7,2
389293,1,1,2
389294,7,3,1
389295,7,3,1
389296,6,5,2
389297,4,4,2
389298,1,1,3
389299,2,2,3
389300,2,1,2
389301,8,5,2
389302,4,3,2
389303,1,1,3
389304,2,1,2
389305,8,4,2
389306,3,3,2
389307,0,0,3
389308,1,1,2
389309,0,0,3
389310,6,3,2
389311,3,2,1
389312,1,1,2
389313,4,3,2
389314,4,2,1
389315,3,2,2
389316,2,1,1
389317,1,1,3
389318,11,9,2
389319,5,3,1
389320,3,1,1
389321,3,3,2
389322,2,2,2
389323,7,5,2
389324,2,1,2
389325,2,2,2
389326,8,7,2
389327,3,2,1
389328,1,1,3
389329,5,4,2
389330,1,1,3
389331,0,0,3
389332,7,4,1
389333,6,4,2
389334,7,5,2
389335,1,1,2
389336,1,1,3
389337,8,7,2
389338,6,4,2
389339,2,1,2
389340,3,2,1
389341,1,1,3
389342,2,1,1
389343,0,0,3
389344,10,6,1
389345,1,1,2
389346,6,5,2
389347,0,0,3
389348,3,3,2
389349,4,4,2
389350,4,3,2
389351,2,2,2
389352,2,1,1
389353,3,2,2
389354,2,1,2
389355,5,5,2
389356,1,1,2
389357,3,1,1
389358,2,1,2
389359,5,4,1
389360,2,1,1
389361,3,2,2
389362,2,2,2
389363,6,3,1
389364,10,9,2
389365,1,1,3
389366,0,0,3
389367,1,1,3
389368,5,5,2
389369,1,1,2
389370,9,6,1
389371,1,1,2
389372,3,2,1
389373,4,3,2
389374,9,4,1
389375,3,2,2
389376,3,2,1
389377,0,0,3
389378,6,4,1
389379,10,6,1
389380,2,1,1
389381,6,4,2
389382,5,3,1
389383,5,5,3
389384,1,1,2
389385,4,4,3
389386,4,3,1
389387,5,3,1
389388,3,3,2
389389,6,5,1
389390,1,1,2
389391,5,5,3
389392,2,2,2
389393,1,1,2
389394,7,5,1
389395,3,1,1
389396,1,1,3
389397,0,0,3
389398,0,0,3
389399,1,1,2
389400,2,2,3
389401,5,3,2
389402,4,3,1
389403,1,1,2
389404,1,1,2
389405,5,3,2
389406,3,2,2
389407,0,0,3
389408,2,1,1
389409,6,2,1
389410,1,1,3
389411,1,1,2
389412,0,0,3
389413,0,0,3
389414,1,1,3
389415,2,2,2
389416,2,1,2
389417,2,1,2
389418,2,2,3
389419,3,1,1
389420,0,0,3
389421,1,1,2
389422,1,1,3
389423,1,1,2
389424,1,1,2
389425,3,2,1
389426,1,1,3
389427,2,2,3
389428,2,2,2
389429,3,2,2
389430,3,2,2
389431,4,3,1
389432,2,1,1
389433,1,1,3
389434,2,2,2
389435,1,1,2
389436,4,3,2
389437,10,6,2
389438,2,1,2
389439,7,3,1
389440,3,2,2
389441,4,3,1
389442,4,2,2
389443,1,1,3
389444,2,2,3
389445,1,1,3
389446,3,2,2
389447,3,2,2
389448,12,8,1
389449,1,1,3
389450,3,2,2
389451,2,1,1
389452,7,4,1
389453,3,2,2
389454,1,1,3
389455,11,7,1
389456,0,0,3
389457,2,1,2
389458,2,1,2
389459,3,2,2
389460,0,0,3
389461,0,0,3
389462,0,0,3
389463,4,2,1
389464,4,3,2
389465,2,1,1
389466,1,1,2
389467,4,3,2
389468,3,3,2
389469,5,3,2
389470,3,2,2
389471,1,1,3
389472,1,1,2
389473,0,0,3
389474,2,1,2
389475,2,1,1
389476,3,1,1
389477,3,2,1
389478,1,1,2
389479,3,2,2
389480,2,2,2
389481,9,7,1
389482,7,4,1
389483,2,2,2
389484,3,2,2
389485,2,2,2
389486,2,2,2
389487,2,2,3
389488,1,1,3
389489,2,1,2
389490,0,0,3
389491,9,5,2
389492,3,3,2
389493,3,1,1
389494,2,2,2
389495,2,2,3
389496,4,4,3
389497,1,1,2
389498,0,0,3
389499,1,1,3
389500,0,0,3
389501,2,2,3
389502,4,4,2
389503,0,0,3
389504,1,1,3
389505,6,3,1
389506,1,1,3
389507,1,1,3
389508,4,3,1
389509,2,1,1
389510,4,3,1
389511,6,4,1
389512,3,2,1
389513,5,3,1
389514,2,2,2
389515,4,4,3
389516,2,1,2
389517,2,1,1
389518,0,0,3
389519,3,2,2
389520,4,4,2
389521,3,3,2
389522,1,1,2
389523,2,1,2
389524,0,0,3
389525,2,1,1
389526,2,1,2
389527,0,0,3
389528,1,1,2
389529,1,1,2
389530,3,3,2
389531,4,4,2
389532,5,4,2
389533,2,2,3
389534,1,1,2
389535,2,1,1
389536,4,2,1
389537,1,1,2
389538,3,2,1
389539,6,4,2
389540,4,2,1
389541,2,1,2
389542,4,2,2
389543,6,5,1
389544,5,5,3
389545,2,2,2
389546,2,2,2
389547,0,0,3
389548,2,2,2
389549,3,2,1
389550,3,1,1
389551,2,1,1
389552,1,1,2
389553,2,2,2
389554,3,2,2
389555,0,0,3
389556,3,2,2
389557,3,2,2
389558,9,5,1
389559,8,4,1
389560,4,4,2
389561,1,1,3
389562,5,4,2
389563,3,2,2
389564,3,3,2
389565,7,4,1
389566,2,1,2
389567,2,2,3
389568,2,2,3
389569,1,1,2
389570,4,2,2
389571,6,3,1
389572,2,1,2
389573,3,2,2
389574,6,4,2
389575,1,1,2
389576,7,5,2
389577,5,4,1
389578,0,0,3
389579,3,3,2
389580,8,3,1
389581,1,1,2
389582,2,1,1
389583,5,2,1
389584,3,2,2
389585,3,3,2
389586,3,2,2
389587,1,1,3
389588,4,4,2
389589,5,5,2
389590,3,3,2
389591,1,1,2
389592,3,2,2
389593,2,1,2
389594,3,1,1
389595,0,0,3
389596,1,1,3
389597,3,2,2
389598,1,1,2
389599,1,1,3
389600,4,2,1
389601,0,0,3
389602,5,4,2
389603,1,1,2
389604,5,2,1
389605,5,3,2
389606,1,1,2
389607,4,2,1
389608,0,0,3
389609,5,4,2
389610,0,0,3
389611,2,2,3
389612,4,4,2
389613,1,1,2
389614,7,4,1
389615,0,0,3
389616,1,1,3
389617,8,4,1
389618,5,4,2
389619,4,2,1
389620,3,1,1
389621,2,1,1
389622,8,5,1
389623,0,0,3
389624,4,3,2
389625,0,0,3
389626,1,1,2
389627,0,0,3
389628,2,2,2
389629,4,3,2
389630,0,0,3
389631,1,1,2
389632,4,2,2
389633,11,7,1
389634,1,1,2
389635,1,1,2
389636,1,1,2
389637,3,3,2
389638,1,1,2
389639,3,2,2
389640,7,3,1
389641,2,2,3
389642,3,2,2
389643,2,2,2
389644,5,3,1
389645,1,1,2
389646,2,2,2
389647,1,1,2
389648,3,3,2
389649,9,4,1
389650,1,1,2
389651,2,1,2
389652,1,1,2
389653,1,1,2
389654,5,4,2
389655,2,2,3
389656,1,1,2
389657,0,0,3
389658,0,0,3
389659,2,2,2
389660,2,1,2
389661,0,0,3
389662,4,4,2
389663,1,1,2
389664,2,2,2
389665,2,1,2
389666,1,1,3
389667,2,2,3
389668,3,2,2
389669,1,1,2
389670,2,2,3
389671,5,3,1
389672,5,2,1
389673,2,1,2
389674,1,1,2
389675,1,1,2
389676,5,4,2
389677,5,4,2
389678,1,1,2
389679,2,2,3
389680,7,6,1
389681,1,1,2
389682,3,2,2
389683,3,2,1
389684,2,1,1
389685,0,0,3
389686,0,0,3
389687,4,4,2
389688,4,3,1
389689,2,2,2
389690,5,4,2
389691,1,1,3
389692,2,2,3
389693,3,2,2
389694,8,7,1
389695,0,0,3
389696,6,5,1
389697,0,0,3
389698,1,1,2
389699,1,1,3
389700,3,3,2
389701,2,1,2
389702,2,2,2
389703,2,2,2
389704,0,0,3
389705,2,1,2
389706,2,2,2
389707,5,2,1
389708,19,14,1
389709,1,1,3
389710,2,2,2
389711,5,4,2
389712,0,0,3
389713,5,2,1
389714,6,3,1
389715,2,1,1
389716,7,3,1
389717,1,1,3
389718,2,1,1
389719,2,1,2
389720,2,1,2
389721,3,2,2
389722,2,1,2
389723,1,1,2
389724,3,2,2
389725,8,4,1
389726,3,2,2
389727,6,3,1
389728,2,1,1
389729,5,3,2
389730,4,4,2
389731,9,8,2
389732,4,2,1
389733,2,2,2
389734,1,1,2
389735,2,1,2
389736,2,2,2
389737,6,5,2
389738,2,1,1
389739,1,1,2
389740,8,4,2
389741,7,5,2
389742,10,9,2
389743,2,2,2
389744,3,3,2
389745,8,6,1
389746,4,2,1
389747,1,1,2
389748,1,1,2
389749,2,2,2
389750,2,2,3
389751,1,1,3
389752,0,0,3
389753,2,1,2
389754,1,1,2
389755,2,2,2
389756,8,4,1
389757,5,5,2
389758,3,3,2
389759,0,0,3
389760,6,4,1
389761,5,3,1
389762,7,7,2
389763,5,3,1
389764,8,6,1
389765,0,0,3
389766,1,1,3
389767,0,0,3
389768,3,2,2
389769,3,3,2
389770,0,0,3
389771,4,3,2
389772,7,6,2
389773,2,1,2
389774,2,1,2
389775,9,3,1
389776,5,3,1
389777,1,1,2
389778,1,1,2
389779,5,4,2
389780,6,6,2
389781,1,1,2
389782,2,1,2
389783,1,1,2
389784,4,2,1
389785,1,1,3
389786,2,1,2
389787,7,3,1
389788,3,3,2
389789,4,2,1
389790,3,1,1
389791,4,4,2
389792,4,3,2
389793,0,0,3
389794,3,2,1
389795,4,2,1
389796,1,1,2
389797,0,0,3
389798,2,2,2
389799,4,3,2
389800,2,1,2
389801,6,5,2
389802,1,1,2
389803,0,0,3
389804,3,2,1
389805,4,3,2
389806,2,1,2
389807,3,2,1
389808,4,4,2
389809,3,2,1
389810,0,0,3
389811,8,6,2
389812,4,3,1
389813,4,3,2
389814,1,1,3
389815,4,2,1
389816,1,1,2
389817,9,5,1
389818,2,2,3
389819,1,1,2
389820,6,6,3
389821,3,3,2
389822,4,2,1
389823,4,4,2
389824,5,5,2
389825,8,6,2
389826,8,6,1
389827,3,2,1
389828,3,2,2
389829,0,0,3
389830,4,2,2
389831,1,1,3
389832,0,0,3
389833,0,0,3
389834,5,3,2
389835,1,1,2
389836,0,0,3
389837,5,4,2
389838,1,1,2
389839,0,0,3
389840,5,4,2
389841,2,2,3
389842,6,3,1
389843,2,1,2
389844,3,3,2
389845,3,2,2
389846,1,1,3
389847,4,4,2
389848,4,2,1
389849,3,3,2
389850,5,4,1
389851,2,1,2
389852,5,4,2
389853,1,1,2
389854,3,1,1
389855,2,2,3
389856,1,1,3
389857,2,1,2
389858,2,1,2
389859,2,1,1
389860,3,2,1
389861,4,2,2
389862,13,7,1
389863,4,2,1
389864,2,1,1
389865,3,2,2
389866,1,1,2
389867,5,4,2
389868,1,1,2
389869,1,1,3
389870,11,5,1
389871,2,1,1
389872,4,4,2
389873,3,2,1
389874,2,1,2
389875,7,5,2
389876,0,0,3
389877,7,3,1
389878,4,2,2
389879,3,3,2
389880,4,2,1
389881,1,1,3
389882,1,1,2
