index,tails,LargestTailStreak,LargestHeadStreak
634077,5,3,1
634078,4,4,3
634079,4,2,1
634080,0,0,3
634081,6,4,2
634082,4,2,2
634083,7,3,1
634084,0,0,3
634085,5,3,2
634086,5,2,1
634087,5,3,2
634088,6,4,1
634089,3,2,2
634090,2,1,2
634091,0,0,3
634092,4,2,1
634093,1,1,2
634094,1,1,3
634095,1,1,3
634096,6,3,1
634097,4,3,1
634098,1,1,3
634099,1,1,3
634100,0,0,3
634101,2,1,2
634102,1,1,2
634103,5,4,2
634104,2,2,3
634105,5,3,2
634106,2,1,1
634107,0,0,3
634108,7,3,1
634109,3,3,3
634110,1,1,3
634111,1,1,2
634112,2,1,2
634113,0,0,3
634114,0,0,3
634115,2,2,2
634116,1,1,3
634117,0,0,3
634118,9,5,1
634119,1,1,3
634120,6,4,2
634121,1,1,2
634122,0,0,3
634123,3,2,2
634124,1,1,2
634125,5,3,2
634126,2,1,2
634127,8,3,1
634128,1,1,2
634129,5,3,1
634130,0,0,3
634131,7,5,1
634132,8,5,1
634133,2,1,2
634134,0,0,3
634135,8,4,1
634136,9,5,2
634137,2,1,2
634138,6,3,2
634139,3,1,1
634140,2,2,2
634141,1,1,2
634142,5,2,1
634143,0,0,3
634144,5,3,1
634145,7,5,2
634146,3,3,2
634147,3,2,1
634148,0,0,3
634149,0,0,3
634150,0,0,3
634151,4,2,2
634152,3,2,2
634153,3,1,1
634154,1,1,2
634155,4,2,2
634156,1,1,3
634157,0,0,3
634158,2,1,2
634159,1,1,3
634160,0,0,3
634161,0,0,3
634162,1,1,2
634163,5,2,1
634164,0,0,3
634165,3,2,1
634166,1,1,3
634167,11,8,1
634168,2,1,2
634169,3,2,1
634170,0,0,3
634171,4,4,2
634172,1,1,2
634173,4,3,2
634174,1,1,2
634175,0,0,3
634176,3,2,2
634177,1,1,2
634178,3,2,2
634179,3,2,2
634180,2,1,2
634181,5,4,2
634182,1,1,2
634183,3,2,2
634184,2,1,2
634185,0,0,3
634186,1,1,2
634187,2,1,1
634188,8,4,1
634189,3,3,2
634190,6,5,2
634191,4,3,2
634192,5,3,1
634193,3,3,2
634194,3,3,2
634195,2,2,2
634196,5,3,2
634197,0,0,3
634198,1,1,2
634199,2,2,2
634200,1,1,2
634201,5,3,1
634202,6,3,1
634203,4,4,2
634204,1,1,2
634205,5,2,1
634206,7,6,1
634207,3,3,3
634208,2,2,2
634209,1,1,2
634210,1,1,2
634211,3,1,1
634212,1,1,2
634213,2,2,2
634214,3,2,2
634215,1,1,3
634216,1,1,3
634217,4,3,2
634218,3,3,2
634219,4,2,1
634220,3,2,2
634221,1,1,3
634222,3,2,2
634223,4,3,1
634224,1,1,3
634225,4,2,1
634226,1,1,3
634227,0,0,3
634228,4,2,1
634229,0,0,3
634230,8,5,1
634231,4,3,2
634232,0,0,3
634233,3,3,3
634234,0,0,3
634235,3,3,2
634236,3,2,2
634237,1,1,2
634238,2,1,2
634239,3,2,2
634240,3,2,2
634241,6,5,2
634242,0,0,3
634243,3,3,3
634244,4,2,2
634245,3,2,2
634246,4,3,2
634247,1,1,2
634248,2,1,1
634249,6,4,1
634250,3,3,3
634251,2,2,3
634252,0,0,3
634253,0,0,3
634254,4,2,1
634255,3,3,3
634256,6,3,1
634257,2,1,2
634258,5,2,1
634259,1,1,2
634260,1,1,3
634261,0,0,3
634262,5,4,2
634263,0,0,3
634264,0,0,3
634265,4,3,2
634266,2,1,2
634267,5,2,1
634268,2,2,2
634269,3,3,2
634270,1,1,2
634271,2,1,2
634272,1,1,3
634273,1,1,2
634274,2,1,1
634275,6,3,1
634276,2,2,3
634277,4,3,2
634278,2,1,1
634279,2,1,1
634280,3,2,2
634281,0,0,3
634282,0,0,3
634283,2,1,1
634284,2,1,2
634285,8,5,1
634286,3,2,2
634287,2,2,2
634288,2,2,3
634289,1,1,2
634290,2,2,2
634291,1,1,2
634292,0,0,3
634293,1,1,2
634294,1,1,2
634295,4,3,2
634296,2,1,2
634297,5,3,2
634298,4,3,2
634299,3,2,2
634300,1,1,2
634301,1,1,2
634302,1,1,3
634303,7,5,1
634304,3,2,2
634305,0,0,3
634306,2,1,2
634307,7,4,1
634308,0,0,3
634309,1,1,2
634310,8,3,1
634311,2,1,1
634312,1,1,3
634313,1,1,2
634314,4,4,2
634315,3,3,2
634316,3,2,1
634317,1,1,2
634318,8,4,1
634319,0,0,3
634320,5,4,2
634321,6,4,2
634322,5,3,2
634323,2,1,2
634324,1,1,2
634325,2,1,2
634326,2,1,1
634327,2,1,2
634328,2,2,3
634329,2,2,2
634330,5,3,2
634331,0,0,3
634332,5,4,1
634333,2,1,2
634334,2,1,2
634335,0,0,3
634336,2,1,1
634337,4,3,1
634338,3,2,2
634339,2,2,3
634340,3,2,2
634341,4,2,1
634342,0,0,3
634343,1,1,2
634344,2,2,3
634345,4,2,1
634346,4,3,1
634347,3,2,1
634348,6,6,2
634349,2,2,3
634350,0,0,3
634351,3,2,2
634352,2,2,2
634353,3,3,2
634354,9,5,1
634355,2,2,2
634356,2,2,2
634357,2,2,2
634358,2,1,2
634359,4,2,1
634360,1,1,2
634361,1,1,3
634362,2,2,2
634363,1,1,2
634364,1,1,2
634365,3,2,1
634366,5,4,1
634367,6,3,1
634368,6,3,2
634369,6,3,2
634370,5,2,1
634371,3,1,1
634372,2,2,3
634373,3,3,3
634374,3,2,2
634375,1,1,3
634376,0,0,3
634377,1,1,2
634378,1,1,2
634379,2,2,2
634380,4,2,2
634381,5,2,1
634382,3,3,2
634383,3,2,2
634384,2,2,2
634385,1,1,2
634386,2,1,2
634387,1,1,2
634388,1,1,2
634389,0,0,3
634390,7,5,2
634391,2,1,2
634392,2,1,2
634393,2,2,2
634394,1,1,2
634395,0,0,3
634396,1,1,2
634397,1,1,2
634398,1,1,3
634399,1,1,2
634400,0,0,3
634401,5,4,1
634402,1,1,3
634403,3,2,2
634404,8,6,1
634405,1,1,2
634406,3,1,1
634407,3,2,1
634408,3,2,2
634409,5,3,1
634410,2,2,3
634411,2,2,2
634412,1,1,2
634413,6,4,2
634414,5,4,2
634415,5,3,2
634416,7,5,2
634417,2,2,3
634418,1,1,2
634419,5,2,1
634420,2,2,3
634421,3,2,1
634422,4,3,1
634423,0,0,3
634424,2,1,1
634425,5,3,1
634426,6,3,1
634427,3,3,2
634428,6,5,2
634429,4,2,2
634430,5,4,2
634431,0,0,3
634432,6,4,1
634433,4,2,1
634434,2,1,2
634435,3,1,1
634436,2,2,2
634437,2,1,2
634438,0,0,3
634439,4,2,1
634440,3,3,3
634441,1,1,2
634442,0,0,3
634443,0,0,3
634444,2,2,2
634445,2,2,2
634446,8,3,1
634447,3,2,2
634448,5,4,2
634449,8,5,2
634450,4,3,2
634451,6,3,2
634452,1,1,3
634453,1,1,3
634454,4,2,1
634455,3,2,2
634456,2,1,1
634457,0,0,3
634458,9,5,1
634459,3,3,2
634460,2,1,2
634461,1,1,2
634462,0,0,3
634463,7,5,2
634464,7,5,1
634465,7,6,2
634466,2,2,2
634467,3,2,2
634468,2,2,2
634469,2,2,3
634470,7,4,1
634471,3,1,1
634472,2,1,2
634473,3,1,1
634474,1,1,3
634475,3,2,2
634476,1,1,3
634477,2,2,3
634478,1,1,2
634479,2,1,2
634480,1,1,2
634481,9,6,2
634482,5,3,2
634483,0,0,3
634484,1,1,2
634485,5,5,2
634486,2,2,3
634487,0,0,3
634488,5,4,2
634489,3,2,2
634490,0,0,3
634491,3,3,2
634492,0,0,3
634493,2,1,2
634494,2,1,2
634495,3,2,2
634496,6,3,2
634497,4,3,2
634498,4,3,2
634499,5,4,1
634500,2,1,2
634501,8,5,2
634502,2,2,2
634503,2,1,1
634504,3,3,2
634505,6,4,1
634506,9,4,1
634507,6,3,1
634508,1,1,2
634509,1,1,2
634510,9,6,2
634511,1,1,2
634512,1,1,2
634513,2,2,2
634514,5,2,1
634515,2,2,2
634516,3,2,2
634517,3,3,3
634518,0,0,3
634519,4,3,2
634520,3,3,2
634521,4,2,2
634522,4,3,1
634523,2,2,2
634524,2,2,2
634525,0,0,3
634526,1,1,2
634527,3,1,1
634528,0,0,3
634529,3,2,2
634530,1,1,2
634531,3,2,1
634532,1,1,2
634533,10,7,1
634534,1,1,3
634535,3,2,2
634536,4,2,2
634537,1,1,3
634538,2,1,2
634539,1,1,2
634540,1,1,2
634541,2,2,2
634542,1,1,2
634543,3,2,2
634544,0,0,3
634545,0,0,3
634546,4,2,1
634547,9,9,2
634548,1,1,2
634549,3,2,1
634550,5,4,1
634551,4,3,2
634552,2,1,2
634553,1,1,3
634554,0,0,3
634555,1,1,2
634556,4,2,1
634557,6,3,1
634558,1,1,2
634559,3,2,2
634560,1,1,2
634561,2,2,2
634562,5,5,2
634563,5,5,2
634564,2,1,2
634565,3,1,1
634566,1,1,2
634567,3,2,2
634568,5,3,1
634569,7,4,1
634570,1,1,3
634571,2,2,3
634572,4,3,2
634573,5,2,1
634574,2,2,3
634575,4,2,1
634576,1,1,2
634577,4,2,2
634578,2,1,2
634579,1,1,2
634580,3,2,2
634581,1,1,3
634582,0,0,3
634583,0,0,3
634584,1,1,3
634585,5,3,1
634586,3,2,2
634587,4,3,2
634588,3,2,1
634589,1,1,2
634590,4,3,2
634591,1,1,2
634592,3,2,2
634593,3,2,2
634594,2,1,2
634595,2,2,3
634596,2,1,2
634597,3,2,1
634598,1,1,2
634599,0,0,3
634600,1,1,2
634601,0,0,3
634602,2,2,3
634603,5,5,3
634604,4,3,2
634605,6,3,1
634606,5,5,2
634607,0,0,3
634608,2,1,1
634609,3,2,2
634610,1,1,2
634611,2,1,2
634612,3,2,2
634613,3,3,3
634614,1,1,2
634615,2,1,2
634616,1,1,3
634617,0,0,3
634618,0,0,3
634619,4,2,2
634620,4,2,1
634621,1,1,2
634622,3,3,2
634623,3,3,2
634624,4,4,2
634625,1,1,2
634626,3,2,2
634627,2,1,2
634628,1,1,2
634629,2,2,3
634630,3,2,2
634631,1,1,3
634632,1,1,2
634633,3,2,1
634634,1,1,3
634635,9,8,2
634636,2,1,2
634637,2,2,2
634638,0,0,3
634639,2,1,1
634640,4,2,1
634641,8,5,2
634642,1,1,3
634643,4,2,1
634644,7,4,1
634645,1,1,2
634646,0,0,3
634647,3,2,2
634648,4,4,2
634649,2,1,2
634650,1,1,2
634651,2,2,3
634652,1,1,3
634653,0,0,3
634654,5,4,2
634655,4,3,2
634656,1,1,2
634657,8,7,2
634658,2,1,1
634659,1,1,2
634660,3,2,2
634661,1,1,3
634662,1,1,2
634663,3,3,2
634664,2,1,1
634665,0,0,3
634666,4,3,2
634667,2,2,2
634668,2,2,2
634669,4,2,2
634670,7,3,1
634671,1,1,2
634672,2,1,1
634673,0,0,3
634674,2,2,2
634675,2,1,1
634676,0,0,3
634677,1,1,3
634678,2,1,2
634679,4,4,3
634680,2,2,2
634681,1,1,2
634682,4,3,1
634683,2,1,1
634684,2,1,1
634685,1,1,2
634686,2,1,2
634687,0,0,3
634688,4,2,2
634689,0,0,3
634690,4,2,1
634691,1,1,2
634692,3,3,2
634693,3,1,1
634694,2,1,2
634695,1,1,3
634696,4,3,2
634697,3,2,2
634698,1,1,2
634699,2,2,2
634700,3,3,2
634701,2,2,2
634702,2,1,2
634703,2,2,3
634704,7,3,1
634705,2,2,2
634706,1,1,2
634707,7,3,1
634708,4,2,2
634709,1,1,2
634710,1,1,2
634711,0,0,3
634712,3,2,2
634713,5,2,1
634714,1,1,2
634715,1,1,2
634716,2,1,2
634717,1,1,2
634718,0,0,3
634719,3,3,2
634720,3,2,2
634721,1,1,2
634722,1,1,3
634723,0,0,3
634724,6,4,1
634725,3,1,1
634726,3,2,2
634727,7,7,2
634728,3,2,2
634729,2,1,2
634730,4,4,2
634731,2,2,2
634732,2,2,2
634733,5,4,2
634734,3,1,1
634735,1,1,2
634736,1,1,2
634737,6,3,2
634738,1,1,2
634739,4,2,2
634740,3,2,2
634741,1,1,3
634742,2,1,1
634743,4,2,1
634744,4,2,1
634745,0,0,3
634746,0,0,3
634747,5,2,1
634748,5,3,1
634749,2,1,1
634750,0,0,3
634751,3,2,2
634752,3,2,2
634753,6,4,1
634754,1,1,2
634755,3,3,2
634756,0,0,3
634757,4,4,3
634758,2,1,1
634759,7,4,1
634760,4,2,1
634761,3,2,1
634762,9,7,1
634763,6,3,1
634764,1,1,2
634765,0,0,3
634766,5,2,1
634767,6,5,1
634768,4,3,1
634769,3,2,1
634770,3,2,1
634771,1,1,2
634772,5,4,1
634773,1,1,2
634774,2,1,1
634775,1,1,2
634776,3,2,2
634777,3,2,1
634778,1,1,2
634779,4,3,2
634780,1,1,3
634781,1,1,2
634782,3,2,1
634783,1,1,2
634784,3,2,2
634785,7,7,2
634786,3,3,3
634787,2,2,2
634788,3,2,1
634789,3,3,2
634790,4,2,1
634791,2,2,2
634792,0,0,3
634793,1,1,2
634794,1,1,3
634795,1,1,2
634796,4,3,2
634797,5,4,2
634798,7,5,1
634799,0,0,3
634800,2,2,2
634801,4,4,2
634802,6,3,1
634803,1,1,2
634804,8,4,1
634805,3,2,1
634806,4,2,2
634807,2,1,1
634808,10,8,1
634809,4,2,1
634810,3,3,3
634811,0,0,3
634812,1,1,2
634813,3,2,2
634814,0,0,3
634815,3,2,2
634816,5,3,1
634817,4,3,1
634818,1,1,3
634819,2,1,2
634820,2,2,3
634821,2,2,3
634822,2,2,2
634823,1,1,3
634824,5,3,1
634825,3,3,2
634826,0,0,3
634827,2,2,2
634828,2,1,1
634829,1,1,2
634830,0,0,3
634831,1,1,2
634832,7,3,1
634833,2,2,3
634834,5,5,2
634835,3,2,1
634836,1,1,3
634837,2,1,2
634838,6,5,2
634839,2,2,2
634840,6,3,1
634841,5,3,1
634842,3,3,3
634843,7,4,1
634844,8,4,1
634845,2,1,2
634846,2,1,2
634847,5,4,2
634848,1,1,2
634849,2,1,2
634850,4,4,2
634851,1,1,2
634852,0,0,3
634853,1,1,2
634854,3,3,2
634855,3,2,2
634856,0,0,3
634857,3,3,2
634858,0,0,3
634859,13,8,1
634860,2,2,3
634861,4,4,3
634862,7,4,1
634863,1,1,2
634864,2,2,2
634865,1,1,2
634866,8,3,1
634867,6,3,2
634868,4,2,1
634869,5,4,1
634870,3,2,1
634871,1,1,2
634872,0,0,3
634873,0,0,3
634874,2,1,1
634875,4,3,2
634876,1,1,2
634877,1,1,2
634878,2,2,2
634879,1,1,2
634880,5,4,1
634881,0,0,3
634882,0,0,3
634883,9,6,2
634884,6,5,2
634885,3,3,3
634886,1,1,3
634887,0,0,3
634888,1,1,2
634889,3,2,2
634890,1,1,2
634891,1,1,2
634892,1,1,3
634893,2,1,2
634894,0,0,3
634895,5,3,1
634896,3,3,2
634897,1,1,3
634898,2,2,2
634899,2,1,2
634900,0,0,3
634901,5,3,2
634902,3,2,1
634903,6,3,1
634904,4,3,2
634905,4,3,2
634906,3,2,2
634907,0,0,3
634908,1,1,2
634909,2,1,2
634910,4,4,2
634911,2,1,2
634912,2,2,3
634913,7,3,1
634914,2,2,2
634915,5,3,1
634916,4,2,1
634917,1,1,2
634918,7,6,2
634919,1,1,3
634920,3,2,1
634921,0,0,3
634922,4,2,1
634923,1,1,2
634924,0,0,3
634925,1,1,3
634926,2,2,2
634927,4,3,2
634928,5,5,3
634929,3,3,2
634930,7,6,1
634931,1,1,2
634932,5,3,2
634933,1,1,2
634934,3,3,2
634935,2,1,2
634936,1,1,2
634937,1,1,3
634938,0,0,3
634939,6,4,1
634940,5,3,1
634941,0,0,3
634942,2,2,2
634943,1,1,2
634944,0,0,3
634945,5,2,1
634946,4,3,1
634947,3,2,2
634948,1,1,2
634949,3,3,2
634950,1,1,2
634951,2,1,2
634952,10,5,2
634953,7,5,1
634954,0,0,3
634955,4,2,2
634956,6,3,1
634957,2,2,2
634958,0,0,3
634959,3,2,1
634960,0,0,3
634961,3,2,2
634962,4,3,1
634963,1,1,2
634964,6,3,1
634965,3,2,1
634966,3,2,2
634967,8,5,2
634968,5,2,1
634969,2,1,2
634970,1,1,2
634971,1,1,3
634972,2,1,2
634973,4,2,1
634974,2,1,1
634975,3,3,2
634976,3,2,1
634977,0,0,3
634978,2,2,2
634979,5,3,2
634980,6,3,1
634981,5,2,1
634982,2,2,3
634983,5,4,2
634984,2,2,3
634985,2,1,2
634986,1,1,2
634987,3,2,2
634988,2,2,2
634989,3,3,2
634990,2,1,2
634991,0,0,3
634992,1,1,2
634993,1,1,2
634994,5,3,1
634995,5,3,2
634996,4,3,2
634997,4,2,2
634998,1,1,3
634999,2,2,2
635000,2,2,2
635001,1,1,2
635002,3,2,1
635003,3,2,1
635004,5,5,2
635005,0,0,3
635006,2,2,2
635007,1,1,2
635008,3,3,3
635009,4,4,3
635010,3,3,2
635011,4,3,1
635012,4,3,2
635013,4,3,1
635014,4,4,3
635015,4,2,1
635016,4,3,2
635017,1,1,3
635018,4,2,1
635019,7,5,1
635020,6,4,2
635021,8,5,2
635022,2,2,2
635023,5,4,2
635024,3,2,1
635025,1,1,2
635026,1,1,3
635027,9,5,1
635028,3,2,2
635029,2,1,1
635030,3,2,2
635031,4,2,2
635032,3,2,2
635033,7,4,2
635034,2,2,3
635035,0,0,3
635036,1,1,2
635037,3,3,2
635038,1,1,2
635039,0,0,3
635040,4,3,2
635041,4,2,1
635042,2,2,3
635043,4,2,2
635044,7,4,1
635045,4,2,1
635046,1,1,2
635047,3,3,2
635048,0,0,3
635049,5,4,1
635050,9,5,1
635051,1,1,2
635052,5,3,1
635053,0,0,3
635054,5,3,2
635055,6,5,1
635056,4,3,2
635057,2,2,3
635058,5,4,1
635059,3,3,2
635060,2,2,2
635061,0,0,3
635062,5,3,2
635063,4,2,2
635064,2,1,1
635065,3,3,2
635066,3,2,2
635067,1,1,2
635068,1,1,3
635069,1,1,2
635070,3,3,3
635071,2,2,2
635072,7,5,1
635073,2,1,2
635074,5,3,1
635075,2,1,2
635076,5,4,2
635077,1,1,3
635078,3,3,3
635079,2,2,3
635080,2,2,3
635081,3,2,2
635082,1,1,2
635083,6,3,1
635084,2,1,2
635085,1,1,3
635086,1,1,3
635087,2,2,2
635088,5,3,1
635089,3,2,2
635090,6,3,1
635091,2,2,2
635092,0,0,3
635093,9,6,2
635094,1,1,2
635095,6,4,2
635096,4,2,1
635097,1,1,3
635098,6,3,1
635099,3,3,2
635100,3,3,2
635101,0,0,3
635102,4,2,1
635103,2,1,2
635104,2,2,3
635105,1,1,2
635106,1,1,3
635107,7,6,2
635108,5,5,2
635109,6,4,1
635110,2,1,2
635111,2,2,2
635112,3,3,2
635113,4,2,1
635114,5,3,2
635115,3,2,2
635116,2,2,3
635117,2,1,2
635118,4,2,1
635119,3,3,3
635120,5,4,2
635121,3,3,2
635122,5,3,1
635123,5,4,1
635124,2,2,2
635125,1,1,3
635126,2,2,2
635127,0,0,3
635128,2,1,2
635129,2,2,3
635130,0,0,3
635131,1,1,2
635132,2,2,2
635133,4,3,2
635134,3,2,1
635135,1,1,3
635136,0,0,3
635137,3,2,2
635138,2,2,3
635139,1,1,2
635140,1,1,3
635141,3,3,2
635142,0,0,3
635143,0,0,3
635144,3,2,2
635145,5,4,2
635146,2,1,2
635147,2,2,2
635148,1,1,2
635149,6,4,1
635150,4,3,2
635151,1,1,3
635152,5,2,1
635153,1,1,2
635154,5,3,1
635155,1,1,3
635156,2,1,1
635157,4,3,1
635158,7,5,1
635159,1,1,2
635160,2,1,1
635161,7,6,1
635162,2,1,2
635163,7,4,2
635164,4,3,2
635165,0,0,3
635166,1,1,3
635167,3,2,2
635168,5,3,2
635169,3,2,2
635170,2,1,2
635171,2,1,2
635172,2,1,2
635173,2,1,2
635174,2,1,1
635175,3,3,3
635176,1,1,3
635177,1,1,3
635178,3,3,2
635179,0,0,3
635180,4,2,2
635181,1,1,2
635182,1,1,3
635183,6,4,1
635184,3,1,1
635185,3,2,2
635186,5,3,2
635187,2,1,2
635188,1,1,2
635189,2,1,2
635190,1,1,3
635191,2,1,1
635192,4,2,1
635193,7,3,1
635194,8,4,1
635195,2,1,2
635196,6,3,1
635197,1,1,2
635198,2,2,2
635199,2,2,2
635200,2,2,2
635201,5,3,1
635202,4,2,2
635203,1,1,3
635204,2,2,3
635205,1,1,2
635206,5,2,1
635207,1,1,2
635208,6,3,1
635209,8,6,2
635210,4,2,1
635211,2,1,2
635212,2,1,2
635213,3,2,1
635214,0,0,3
635215,2,1,1
635216,0,0,3
635217,5,4,2
635218,3,3,3
635219,2,2,2
635220,3,3,2
635221,3,3,3
635222,4,3,2
635223,4,2,1
635224,2,1,1
635225,1,1,3
635226,4,2,1
635227,3,2,1
635228,4,2,1
635229,0,0,3
635230,4,2,1
635231,5,4,2
635232,0,0,3
635233,6,3,1
635234,3,3,2
635235,4,2,2
635236,4,3,2
635237,0,0,3
635238,3,1,1
635239,2,2,2
635240,2,2,3
635241,3,3,2
635242,10,5,1
635243,4,3,2
635244,2,2,2
635245,3,1,1
635246,2,2,2
635247,4,2,1
635248,5,3,2
635249,2,1,1
635250,0,0,3
635251,5,4,2
635252,7,6,2
635253,0,0,3
635254,0,0,3
635255,4,3,1
635256,1,1,2
635257,9,6,1
635258,1,1,3
635259,2,2,3
635260,0,0,3
635261,2,2,2
635262,2,2,2
635263,2,2,3
635264,6,3,2
635265,0,0,3
635266,1,1,2
635267,5,4,2
635268,2,1,2
635269,6,5,1
635270,3,3,2
635271,2,2,2
635272,4,4,2
635273,2,1,1
635274,5,3,2
635275,2,1,2
635276,2,1,2
635277,5,4,2
635278,3,3,2
635279,2,1,2
635280,2,2,2
635281,0,0,3
635282,3,1,1
635283,1,1,2
635284,2,2,2
635285,1,1,2
635286,7,6,2
635287,3,2,2
635288,0,0,3
635289,3,2,2
635290,1,1,2
635291,1,1,3
635292,1,1,2
635293,3,2,2
635294,4,4,3
635295,3,3,2
635296,2,1,1
635297,5,3,1
635298,9,5,1
635299,6,3,1
635300,0,0,3
635301,0,0,3
635302,0,0,3
635303,0,0,3
635304,2,2,3
635305,2,2,2
635306,3,2,2
635307,7,4,2
635308,4,3,2
635309,3,2,2
635310,0,0,3
635311,3,1,1
635312,6,2,1
635313,1,1,3
635314,2,1,2
635315,3,2,2
635316,6,5,1
635317,7,4,1
635318,0,0,3
635319,1,1,2
635320,1,1,2
635321,2,1,1
635322,8,6,1
635323,4,2,1
635324,3,2,2
635325,0,0,3
635326,4,3,2
635327,3,2,2
635328,7,4,2
635329,1,1,3
635330,2,2,2
635331,3,2,2
635332,0,0,3
635333,2,2,2
635334,5,4,1
635335,2,2,2
635336,1,1,2
635337,2,1,2
635338,0,0,3
635339,1,1,2
635340,2,2,2
635341,1,1,3
635342,5,4,1
635343,5,3,1
635344,4,2,1
635345,6,6,2
635346,1,1,2
635347,4,4,3
635348,5,3,2
635349,4,2,2
635350,3,2,2
635351,5,5,2
635352,0,0,3
635353,0,0,3
635354,1,1,3
635355,1,1,2
635356,1,1,2
635357,5,2,1
635358,3,1,1
635359,2,2,3
635360,2,2,2
635361,1,1,2
635362,0,0,3
635363,5,3,1
635364,3,2,2
635365,6,3,2
635366,4,3,2
635367,3,3,3
635368,3,2,1
635369,5,5,2
635370,0,0,3
635371,0,0,3
635372,0,0,3
635373,5,3,2
635374,5,3,2
635375,2,1,1
635376,2,2,3
635377,4,3,1
635378,4,3,1
635379,1,1,2
635380,1,1,2
635381,7,4,2
635382,7,6,1
635383,11,6,1
635384,1,1,2
635385,5,5,2
635386,3,1,1
635387,1,1,2
635388,1,1,3
635389,7,4,1
635390,4,3,2
635391,3,1,1
635392,2,2,2
635393,4,4,2
635394,6,3,1
635395,2,2,3
635396,3,2,1
635397,3,3,2
635398,1,1,2
635399,2,2,2
635400,8,7,2
635401,2,2,2
635402,2,1,1
635403,2,2,2
635404,2,2,3
635405,7,5,1
635406,0,0,3
635407,3,3,3
635408,12,4,1
635409,4,3,2
635410,2,2,2
635411,5,2,1
635412,0,0,3
635413,4,3,2
635414,0,0,3
635415,1,1,2
635416,2,1,1
635417,4,4,2
635418,5,2,1
635419,3,3,3
635420,7,3,1
635421,1,1,3
635422,0,0,3
635423,2,1,1
635424,2,1,1
635425,6,4,1
635426,5,2,1
635427,5,5,2
635428,2,1,2
635429,3,2,2
635430,1,1,3
635431,2,2,2
635432,2,1,1
635433,0,0,3
635434,4,4,3
635435,3,1,1
635436,4,3,2
635437,2,2,2
635438,2,2,2
635439,10,7,1
635440,0,0,3
635441,3,2,2
635442,0,0,3
635443,3,1,1
635444,1,1,3
635445,4,3,2
635446,6,4,1
635447,6,4,2
635448,5,4,2
635449,0,0,3
635450,3,2,2
635451,0,0,3
635452,1,1,2
635453,0,0,3
635454,3,2,1
635455,3,2,1
635456,2,2,2
635457,6,4,1
635458,5,4,2
635459,2,1,2
635460,1,1,2
635461,3,3,3
635462,3,2,1
635463,1,1,3
635464,0,0,3
635465,3,2,1
635466,8,4,1
635467,5,4,1
635468,0,0,3
635469,2,2,3
635470,4,2,1
635471,6,4,2
635472,0,0,3
635473,4,3,2
635474,2,2,2
635475,1,1,2
635476,3,3,2
635477,2,1,1
635478,1,1,2
635479,3,2,2
635480,1,1,2
635481,4,3,2
635482,7,5,1
635483,5,3,1
635484,2,2,2
635485,1,1,2
635486,12,5,1
635487,2,2,2
635488,2,2,2
635489,6,4,2
635490,3,2,1
635491,2,2,2
635492,1,1,2
635493,5,3,1
635494,1,1,2
635495,1,1,2
635496,3,2,1
635497,3,2,2
635498,0,0,3
635499,1,1,2
635500,2,2,2
635501,5,3,1
635502,2,1,1
635503,2,1,2
635504,3,3,2
635505,3,3,3
635506,1,1,2
635507,3,2,2
635508,0,0,3
635509,1,1,2
635510,2,1,2
635511,3,2,2
635512,5,3,1
635513,7,3,1
635514,3,2,2
635515,3,2,2
635516,1,1,2
635517,7,4,1
635518,2,2,3
635519,3,3,2
635520,4,3,2
635521,0,0,3
635522,0,0,3
635523,4,2,2
635524,2,2,2
635525,5,4,2
635526,4,2,2
635527,5,4,2
635528,3,2,1
635529,3,2,1
635530,6,4,1
635531,4,2,1
635532,2,2,3
635533,1,1,2
635534,3,3,3
635535,1,1,2
635536,1,1,2
635537,0,0,3
635538,5,4,2
635539,2,2,2
635540,5,5,2
635541,1,1,2
635542,0,0,3
635543,2,1,2
635544,1,1,2
635545,3,2,1
635546,1,1,3
635547,2,2,3
635548,1,1,2
635549,1,1,2
635550,3,3,3
635551,2,2,2
635552,0,0,3
635553,2,2,2
635554,3,1,1
635555,2,1,1
635556,2,1,2
635557,3,2,1
635558,3,2,2
635559,0,0,3
635560,3,2,2
635561,4,2,1
635562,1,1,2
635563,0,0,3
635564,4,2,1
635565,2,1,1
635566,2,1,2
635567,1,1,2
635568,5,3,1
635569,2,1,2
635570,0,0,3
635571,3,2,2
635572,4,2,1
635573,1,1,2
635574,2,2,3
635575,4,4,2
635576,6,5,1
635577,2,2,2
635578,1,1,2
635579,2,1,1
635580,8,5,2
635581,2,1,2
635582,8,6,1
635583,1,1,2
635584,6,4,1
635585,3,3,2
635586,2,2,3
635587,4,3,1
635588,4,2,1
635589,1,1,2
635590,0,0,3
635591,1,1,3
635592,4,2,2
635593,5,3,2
635594,1,1,2
635595,3,2,1
635596,4,2,1
635597,6,3,1
635598,2,2,2
635599,2,1,1
635600,5,5,3
635601,2,2,2
635602,2,2,2
635603,1,1,3
635604,2,2,3
635605,0,0,3
635606,4,4,3
635607,2,1,2
635608,0,0,3
635609,6,2,1
635610,4,3,2
635611,3,2,2
635612,5,3,1
635613,3,2,2
635614,3,3,2
635615,3,2,1
635616,1,1,2
635617,5,5,2
635618,4,3,2
635619,3,2,2
635620,2,1,2
635621,2,2,2
635622,1,1,2
635623,0,0,3
635624,2,1,2
635625,1,1,2
635626,4,2,1
635627,8,6,2
635628,1,1,2
